"price","year","mileage","diesel","hybrid","mt","front.drive","rear.drive","engine.power","engine.capacity","sedan","hatchback","wagon","coupe","cabriolet","minivan","pickup"
"316",1250000,2010,1e+05,0,0,0,0,0,272,3.5,0,0,1,0,0,0,0
"317",1100000,2010,79000,0,0,0,0,1,184,1.8,0,0,0,1,0,0,0
"318",1120000,2010,75000,0,0,0,0,1,204,1.8,0,0,0,1,0,0,0
"319",1300000,2011,97800,0,0,0,0,1,184,1.8,0,0,0,1,0,0,0
"320",1230000,2012,54500,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"321",1400000,2012,53160,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"322",974000,2011,166000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"323",1125000,2010,120000,0,0,0,0,1,231,3,1,0,0,0,0,0,0
"324",1050000,2010,121000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"325",1290000,2010,98000,0,0,0,0,0,272,3.5,1,0,0,0,0,0,0
"326",1150000,2010,97000,0,0,0,0,1,231,3,1,0,0,0,0,0,0
"327",1400000,2012,66000,0,0,0,0,0,184,1.8,1,0,0,0,0,0,0
"328",1350000,2010,106000,1,0,0,0,1,231,3,0,0,0,1,0,0,0
"329",1200000,2010,155500,0,0,0,0,1,231,3,1,0,0,0,0,0,0
"330",850000,2010,270000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"331",999000,2011,190000,0,0,0,0,1,204,1.8,0,0,0,1,0,0,0
"332",1050000,2010,180000,0,0,0,0,0,272,3.5,1,0,0,0,0,0,0
"333",1112500,2011,44000,0,0,0,1,0,184,1.8,1,0,0,0,0,0,0
"334",1097200,2011,87000,0,0,0,1,0,184,1.8,1,0,0,0,0,0,0
"335",1155555,2011,75000,0,0,0,0,0,272,3.5,1,0,0,0,0,0,0
"336",1200000,2010,17000,0,0,0,0,1,204,2.5,1,0,0,0,0,0,0
"337",1e+06,2010,79000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"338",915000,2010,170000,0,0,0,0,1,184,2,1,0,0,0,0,0,0
"339",1398000,2011,77000,0,0,0,0,0,184,3.5,1,0,0,0,0,0,0
"340",1055000,2010,82000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"341",950000,2010,95000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"342",1300000,2010,159000,0,0,0,0,1,231,3,1,0,0,0,0,0,0
"343",975000,2011,138000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"344",1350000,2011,88000,0,0,0,0,0,272,3.5,1,0,0,0,0,0,0
"345",1070000,2010,78000,0,0,0,0,0,272,3.5,1,0,0,0,0,0,0
"346",1033300,2012,89000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"347",1299999,2011,74000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"348",1110000,2010,116000,0,0,0,0,1,204,1.8,1,0,0,0,0,0,0
"349",1048000,2011,78000,1,0,0,0,1,170,2.1,1,0,0,0,0,0,0
"350",1180000,2010,161000,0,0,0,0,0,272,3.5,1,0,0,0,0,0,0
"351",950000,2010,110000,0,0,0,0,1,204,1.8,1,0,0,0,0,0,0
"352",1299000,2011,71000,0,0,0,0,1,204,1.8,1,0,0,0,0,0,0
"353",999950,2011,104000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"354",1315000,2012,69000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"355",1048000,2011,76000,0,0,0,0,1,204,1.8,1,0,0,0,0,0,0
"356",930000,2010,117000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"357",1299000,2013,49000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"358",1168000,2011,82000,0,0,0,0,1,184,1.8,1,0,0,0,0,0,0
"359",1480000,2013,105000,0,0,0,0,1,184,2,1,0,0,0,0,0,0
